"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
2007,0.299300274585334,496.49875,1658.865,111.077583,0.301713247463642,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2008,0.28708543523409,472.0675,1644.345,100.710584,0.399724266922602,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2009,0.272463970419451,439.1765,1611.87,109.821098,0.301179146730388,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2010,0.255973327900708,408.35425,1595.3,82.352173,0.236798018969788,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2011,0.251106684442724,402.1235,1601.405,89.594629,0.332127931887107,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2012,0.242919486788499,389.505,1603.4325,139.113672,0.286279040370276,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2013,0.233526382399529,366.73275,1570.4125,125.08345,0.281472147458566,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2014,0.236564982387085,373.22325,1577.6775,76.506832,0.347009425339453,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2015,0.244020742080511,400.69975,1642.0725,101.065567,0.278474739755756,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2016,0.245140756906102,411.69,1679.4025,99.87906,0.388509756969656,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2017,0.242061879598844,401.50925,1658.705,103.647288,0.25888379959733,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2018,0.240515907268075,393.58925,1636.4375,84.66881,0.305137896973681,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2019,0.237279827798278,385.817,1626,82.761527,0.218830019547837,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2020,0.237934013506261,383.51275,1611.845,97.015721,0.357735372690392,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2021,0.244025679829896,386.1865,1582.565,88.755245,0.348723580117918,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2022,0.245469246810757,381.37575,1553.66,73.769084,0.465423845611305,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2023,0.237635701491356,360.19275,1515.735,106.584784,0.448645293794896,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
2024,0.217598932724232,322.95,1484.1525,91.232733,0.334294052903005,"regional-scaling-whole-period","Regional scaling","Whole-period scaling","Current 5-year window","periods 3-292",FALSE,16
1952,0.992374966503447,1222.08,1231.47,77.424906,0.0118366105515295,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1953,0.968821802336531,1221.74,1261.0575,81.331943,0.0115111158500632,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1954,0.954761909402966,1224.5275,1282.5475,85.158656,0.00907948812007582,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1955,0.943171815501012,1224.1875,1297.9475,87.1838588,0.0116362466462396,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1956,0.928026928777477,1224.1,1319.035,51.1695898,0.0153549215155552,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1957,0.914223728813559,1264.2,1382.8125,38.5820007,0.0222566118445541,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1958,0.888926854621019,1235.735,1390.1425,81.684178,0.0295633790832528,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1959,0.856070177834944,1128.125,1317.795,41.4880356,0.0212810483101182,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1960,0.829621185190633,1015.195,1223.685,49.0474829,0.0258594178696496,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1961,0.817342474752652,976.665,1194.9275,50.8414087,0.0215320091008816,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1962,0.804354131964436,915.0775,1137.655,54.399826,0.0204789123062204,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1963,0.792384687534483,861.7025,1087.48,59.288351,0.0244310641629837,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1964,0.777624634710167,802.287,1031.715,44.3896691,0.0172940464498573,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1965,0.782909082728868,783.06175,1000.195,37.0629455,0.0200165531313457,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1966,0.788759037212424,778.6925,987.2375,75.682321,0.0190368623319671,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1967,0.783317965813178,745.47,951.6825,30.7134562,0.0241492677164169,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1968,0.780031060238786,711.9675,912.7425,47.0700061,0.0197244464434878,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1969,0.784812550959544,717.095,913.715,52.6940588,0.0229359419498635,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1970,0.779835895182484,692.1375,887.5425,47.8048155,0.0353455971836089,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1971,0.77644325920447,671.835,865.2725,34.1218304,0.0412907746425802,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1972,0.771807272591267,670.66,868.9475,36.710758,0.0559674061411105,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1973,0.749876328093066,628.32325,837.9025,58.224915,0.0336273890744935,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1974,0.73648483873164,594.9435,807.815,26.588568,0.0540118968933472,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1975,0.722055539525022,575.54325,797.09,84.695881,0.0488748565275004,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1976,0.694781132898722,541.40125,779.24,28.771031,0.0594695459387123,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1977,0.674422530936407,533.2895,790.735,66.6467794,0.0729055347232429,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1978,0.666420698814937,550.68175,826.3275,8.0363863,0.0582363137569858,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1979,0.648580064606835,538.58575,830.4075,36.1877712,0.0745332634319264,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1980,0.621366687409752,514.23375,827.585,51.936894,0.0641761710745276,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1981,0.597275593513196,468.388,784.2075,66.293424,0.0929224343881925,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1982,0.585077346923362,445.44425,761.3425,69.0373671,0.113210019526613,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1983,0.577911867238582,449.666,778.0875,56.952757,0.137958642240917,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1984,0.574612933146241,483.215,840.94,56.1936715,0.15672136619371,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1985,0.553229753823324,499.572,903.01,67.1318869,0.145397358009288,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1986,0.526503661935317,487.4055,925.74,51.169274,0.162354560246499,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1987,0.509487677916792,488.15925,958.1375,88.7399547,0.174311747315422,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1988,0.489003738619568,492.12725,1006.3875,79.172973,0.152016443634638,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1989,0.47493742162573,490.47025,1032.705,72.7828907,0.136201580896002,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1990,0.469560174497823,521.23175,1110.0425,67.869896,0.190227093118099,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1991,0.459765100671141,537.76425,1169.65,69.9160349,0.219626986152757,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1992,0.442100355462101,529.83075,1198.44,84.407789,0.24249247352829,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1993,0.412718669612513,494.55975,1198.2975,48.058171,0.201730669132605,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1994,0.3901921475118,477.8215,1224.58,98.157033,0.195460200279548,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1995,0.364032004514491,451.5635,1240.45,37.393893,0.20297953121436,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1996,0.356840026922115,438.725,1229.4725,109.372477,0.219833943244194,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1997,0.372857702799227,468.4985,1256.5075,41.310519,0.301837383398202,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1998,0.356343487301409,460.141,1291.285,108.834841,0.278046757104747,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
1999,0.330745737893526,434.81075,1314.6375,72.644958,0.450007822503665,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2000,0.299886415137628,398.66975,1329.4025,116.571107,0.343013669511099,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2001,0.277168418190014,372.00575,1342.165,52.166359,0.300499337060079,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2002,0.264675624701073,366.61875,1385.1625,94.839411,0.263723554515053,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2003,0.250829474542343,363.06375,1447.4525,64.738796,0.32730112736441,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2004,0.243081053993106,358.9505,1476.67,107.676736,0.345668446957187,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2005,0.221938805705155,328.13375,1478.4875,67.658531,0.359349299135967,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2006,0.216107820929807,321.75375,1488.8575,77.397295,0.354577967532735,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2007,0.21084333975721,320.01275,1517.775,84.975198,0.404006336724774,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2008,0.20254312708739,308.379,1522.535,81.91667,0.515300140782991,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2009,0.190401426644109,286.1405,1502.8275,87.745378,0.383131760050038,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2010,0.177206718062041,265.834,1500.135,65.450339,0.295495803859143,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2011,0.176813707019533,268.645,1519.3675,71.221312,0.424628609393257,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2012,0.17158340284048,261.7715,1525.6225,105.480682,0.370605732339852,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2013,0.164179878821849,246.04325,1498.62,98.952702,0.34658966399105,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2014,0.168188614203188,253.94925,1509.9075,58.893587,0.427426520895562,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2015,0.174976639165197,274.3275,1567.795,80.011662,0.346310750071263,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2016,0.176240874998435,281.5025,1597.26,80.693603,0.484843078771076,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2017,0.173777178230722,273.42275,1573.41,85.139587,0.326938851170343,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
2018,0.174158667196834,270.46275,1552.9675,64.524331,0.377579873546796,"pre-mixing-tag-reporting-inclusion","Pre-mixing tag reporting","Pre-mixing reports included","Pre-mixing exclusion","Pre-mixing inclusion",FALSE,17
